Series_Title,Overview,IMDB_Rating,Poster_Link,Film-Noir,Sport,Mystery,War,Thriller,History,Musical,Fantasy,Animation,Comedy,Adventure,Action,Horror,Music,Sci-Fi,Biography,Western,Crime,Drama,Family,Romance,Emotion
Harry Potter and the Deathly Hallows: Part 2,harry ron and hermione search for voldemorts remaining horcruxes in their effort to destroy the dark lord as the final battle rages on at hogwarts,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Sad
Okuribito,a newly unemployed cellist takes a job preparing the dead for funerals,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTUzOTcwOTA2NV5BMl5BanBnXkFtZTcwNDczMzczMg@@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Sad
Hachi: A Dog's Tale,a college professor bonds with an abandoned dog he takes into his home,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Happy
Mary and Max,a tale of friendship between two unlikely pen pals mary a lonely eightyearold girl living in the suburbs of melbourne and max a fortyfouryear old severely obese man living in new york,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Happy
How to Train Your Dragon,a hapless young viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself and learns there may be more to the creatures than he assumed,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Angry
Into the Wild,after graduating from emory university top student and athlete christopher mccandless abandons his possessions gives his entire  savings account to charity and hitchhikes to alaska to live in the wilderness along the way christopher encounters a series of characters that shape his life,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Sad
No Country for Old Men,violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the rio grande,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Lage Raho Munna Bhai,munna bhai embarks on a journey with mahatma gandhi in order to fight against a corrupt property dealer,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BN2ZmMDMwODgtMzA5MS00MGU0LWEyYTgtYzQ5MmQzMzU2NTVkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
Million Dollar Baby,a determined woman works with a hardened boxing trainer to become a professional,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Hotel Rwanda,paul rusesabagina a hotel manager houses over a thousand tutsi refugees during their struggle against the hutu militia in rwanda africa,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Taegukgi hwinalrimyeo,when two brothers are forced to fight in the korean war the elder decides to take the riskiest missions if it will help shield the younger from battle,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNjAxZTEzNzQtYjdlNy00ZTJmLTkwZDUtOTAwNTM3YjI2MWUyL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Angry
Before Sunset,nine years after jesse and celine first met they encounter each other again on the french leg of jesses book tour,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
Munna Bhai M.B.B.S.,a gangster sets out to fulfill his fathers dream of becoming a doctor,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMzQ4MTBlYTQtMzJkYS00OGNjLTk1MWYtNzQ0OTQ0OWEyOWU1XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Salinui chueok,in a small korean province in  two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BOGViNTg4YTktYTQ2Ni00MTU0LTk2NWUtMTI4OTc1YTM0NzQ2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Dil Chahta Hai,three inseparable childhood friends are just out of college nothing comes between them  until they each fall in love and their wildly different approaches to relationships creates tension,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMjRjMTYwMTYtMmRkNi00MmVkLWE0MjQtNmM3YjI0NWFhZDNmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
Kill Bill: Vol. 1,after awakening from a fouryear coma a former assassin wreaks vengeance on the team of assassins who betrayed her,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Angry
Finding Nemo,after his son is captured in the great barrier reef and taken to sydney a timid clownfish sets out on a journey to bring him home,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Happy
Catch Me If You Can,barely  yet frank is a skilled forger who has passed as a doctor lawyer and pilot fbi agent carl becomes obsessed with tracking down the con man who only revels in the pursuit,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Angry
Amores perros,a horrific car accident connects three stories each involving characters dealing with loss regret and lifes harsh realities all in the name of love,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMjQxMWJhMzMtMzllZi00NzMwLTllYjktNTcwZmU4ZmU3NTA0XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_UY98_CR3,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear
"Monsters, Inc.",in order to power the city monsters have to scare children so that they scream however the children are toxic to the monsters and after a child gets through  monsters realize things may not be what they think,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Happy
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",concurrent theatrical ending of the tv series shin seiki evangerion ,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZjJhMThkNTQtNjkxNy00MDdjLTg4MWQtMTI2MmQ3MDVmODUzXkEyXkFqcGdeQXVyMTAwOTA3NzY3._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Angry
Lagaan: Once Upon a Time in India,the people of a small village in victorian india stake their future on a game of cricket against their ruthless british rulers,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNDYxNWUzZmYtOGQxMC00MTdkLTkxOTctYzkyOGIwNWQxZjhmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Happy
The Sixth Sense,a boy who communicates with spirits seeks the help of a disheartened child psychologist,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
La leggenda del pianista sull'oceano,a baby boy discovered in  on an ocean liner grows into a musical prodigy never setting foot on land,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMzIwOTdmNjQtOWQ1ZS00ZWQ4LWIxYTMtOWFkM2NjODJiMGY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Happy
The Truman Show,an insurance salesman discovers his whole life is actually a reality tv show,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
"Crna macka, beli macor",matko and his son zare live on the banks of the danube river and get by through hustling and basically doing anything to make a living in order to pay off a business debt matko agrees to marry off zare to the sister of a local gangster,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMmExZTZhN2QtMzg5Mi00Y2M5LTlmMWYtNTUzMzUwMGM2OGQ3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Angry
The Big Lebowski,jeff the dude lebowski mistaken for a millionaire of the same name seeks restitution for his ruined rug and enlists his bowling buddies to help get it,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Angry
Fa yeung nin wah,two neighbors a woman and a man form a strong bond after both suspect extramarital activities of their spouses however they agree to keep their bond platonic so as not to commit similar wrongs,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BYjZjODRlMjQtMjJlYy00ZDBjLTkyYTQtZGQxZTk5NzJhYmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
Trainspotting,renton deeply immersed in the edinburgh drug scene tries to clean up and get out despite the allure of the drugs and influence of friends,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Fargo,jerry lundegaards inept crime falls apart due to his and his henchmens bungling and the persistent police work of the quite pregnant marge gunderson,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Underground,a group of serbian socialists prepares for the war in a surreal underground filled by parties tragedies love and hate,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNzI4YTVmMWEtMWQ3MS00OGE1LWE5YjMtNjc4NWJmYjRmZTQyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Angry
La haine, hours in the lives of three young men in the french suburbs the day after a violent riot,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Dilwale Dulhania Le Jayenge,when raj meets simran in europe it isnt love at first sight but when simran moves to india for an arranged marriage love makes its presence felt,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BYmNjYzRlM2YtZTZjZC00ODVmLTljZWMtODg1YmYyNDBiNzU3XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_UY98_CR3,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
Before Sunrise,a young man and woman meet on a train in europe and wind up spending one evening together in vienna unfortunately both know that this will probably be their only night together,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
Trois couleurs: Rouge,a model discovers a retired judge is keen on invading peoples privacy,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Disgust
Chung Hing sam lam,two melancholy hong kong policemen fall in love one with a mysterious female underworld figure the other with a beautiful and ethereal server at a latenight restaurant he frequents,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMGQ5MzljNzYtMDM1My00NmI0LThlYzQtMTg0ZmQ0MTk1YjkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Angry
Jurassic Park,a pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the parks cloned dinosaurs to run loose,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
In the Name of the Father,a mans coerced confession to an ira bombing he did not commit results in the imprisonment of his father as well an english lawyer fights to free them,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Angry
Ba wang bie ji,two boys meet at an opera training school in peking in  their resulting friendship will span nearly  years and will endure some of the most troublesome times in chinas history,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BYmFhZmM3Y2MtNDA1Ny00NjkzLWJkM2EtYWU1ZjEwYmNjZDQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Happy
Dà hóng denglong gaogao guà,a young woman becomes the fourth wife of a wealthy lord and must learn to live with the strict rules and tensions within the household,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMjEzNjY5NDcwNV5BMl5BanBnXkFtZTcwNzEwMzg4NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Happy
Dead Poets Society,maverick teacher john keating uses poetry to embolden his boarding school students to new heights of selfexpression,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Stand by Me,after the death of one of his friends a writer recounts a childhood journey with his friends to find the body of a missing boy,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Sad
Platoon,chris taylor a neophyte recruit in vietnam finds himself caught in a battle of wills between two sergeants one good and the other evil a shrewd examination of the brutality of war and the duality of man in conflict,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Angry
"Paris, Texas",travis henderson an aimless drifter who has been missing for four years wanders out of the desert and must reconnect with society himself his life and his family,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Kaze no tani no Naushika,warrior and pacifist princess nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZWFkN2ZhODAtYTNkZS00Y2NjLWIzNDYtNzJjNDNlMzAyNTIyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Surprise
The Thing,a research team in antarctica is hunted by a shapeshifting alien that assumes the appearance of its victims,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Disgust
Pink Floyd: The Wall,a confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZDhlZTYxOTYtYTk3Ny00ZDljLTk3ZmItZTcxZWU5YTIyYmFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Sad
Fitzcarraldo,the story of brian sweeney fitzgerald an extremely determined man who intends to build an opera house in the middle of a jungle,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BYjIzNTYxMTctZjAwNS00YzI3LWExMGMtMGQxNGM5ZTc1NzhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Sad
Fanny och Alexander,two young swedish children experience the many comedies and tragedies of their family the ekdahls,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Blade Runner,a blade runner must pursue and terminate four replicants who stole a ship in space and have returned to earth to find their creator,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Angry
The Elephant Man,a victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a sideshow freak behind his monstrous façade there is revealed a person of kindness intelligence and sophistication,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Life of Brian,born on the original christmas in the stable next door to jesus christ brian of nazareth spends his life being mistaken for a messiah,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy
The Deer Hunter,an indepth examination of the ways in which the us vietnam war impacts and disrupts the lives of people in a small industrial town in pennsylvania,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Angry
Rocky,a smalltime boxer gets a supremely rare chance to fight a heavyweight champion in a bout in which he strives to go the distance for his selfrespect,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Network,a television network cynically exploits a deranged former anchors ravings and revelations about the news media for its own profit,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Barry Lyndon,an irish rogue wins the heart of a rich widow and assumes her dead husbands aristocratic position in thcentury england,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Sad
Zerkalo,a dying man in his forties remembers his past his childhood his mother the war personal moments and things that tell of the recent history of all the russian nation,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTg1MDg3OTk3M15BMl5BanBnXkFtZTgwMDEzMzE5MTE@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Chinatown,a private detective hired to expose an adulterer finds himself caught up in a web of deceit corruption and murder,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
Paper Moon,during the great depression a con man finds himself saddled with a young girl who may or may not be his daughter and the two forge an unlikely partnership,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BOWVmYzQwY2MtOTBjNi00MDNhLWI5OGMtN2RiMDYxODI3MjU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Angry
Viskningar och rop,when a woman dying of cancer in early twentiethcentury sweden is visited by her two sisters longrepressed feelings between the siblings rise to the surface,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BMTg3NzYzOTEtNmE2Ni00M2EyLWJhMjctNjMyMTk4ZTViOGUzXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Solaris,a psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane,0.2941176470588234,"https://m.media-amazon.com/images/M/MV5BZmY4Yjc0OWQtZDRhMy00ODc2LWI2NGYtMWFlODYyN2VlNDQyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Disgust
